stop id,arrival time,route,trip id
591,2018-04-18T14:22:49,803,2006957
559,2018-04-18T14:23:49,1,1985700
559,2018-04-18T14:24:19,801,2005728
591,2018-04-18T14:26:19,1,1985701
610,2018-04-18T14:26:49,801,2005733
591,2018-04-18T14:27:49,801,2005731
2821,2018-04-18T14:29:49,801,2005734
4039,2018-04-18T14:31:49,801,2005729
610,2018-04-18T14:33:49,801,2005732
591,2018-04-18T14:36:49,801,2005730
2821,2018-04-18T14:36:49,275,1989626
2821,2018-04-18T14:37:49,240,1989214
559,2018-04-18T14:39:19,801,2005727
4039,2018-04-18T14:39:49,801,2005728
591,2018-04-18T14:39:49,5,1994686
610,2018-04-18T14:41:49,801,2005731
4039,2018-04-18T14:42:49,1,1985700
591,2018-04-18T14:42:49,19,1987648
591,2018-04-18T14:44:49,803,2006956
2821,2018-04-18T14:44:49,801,2005733
591,2018-04-18T14:46:49,801,2005729
559,2018-04-18T14:47:19,801,2005726
2821,2018-04-18T14:48:19,801,2005732
591,2018-04-18T14:49:19,803,2006997
610,2018-04-18T14:49:19,1,1985701
610,2018-04-18T14:50:49,801,2005730
559,2018-04-18T14:52:19,1,1985699
591,2018-04-18T14:52:49,18,1987443
559,2018-04-18T14:53:49,801,2005725
591,2018-04-18T14:54:19,3,1989856
4039,2018-04-18T14:54:49,801,2005727
591,2018-04-18T14:56:19,801,2005728
591,2018-04-18T14:56:49,1,1985700
591,2018-04-18T14:58:49,803,2006996
4039,2018-04-18T15:00:49,801,2005726
610,2018-04-18T15:00:49,801,2005729
591,2018-04-18T15:01:49,801,2005722
2821,2018-04-18T15:04:49,801,2005731
559,2018-04-18T15:05:19,801,2005724
591,2018-04-18T15:05:49,803,2006995
4039,2018-04-18T15:08:19,1,1985699
4039,2018-04-18T15:08:51,801,2005725
591,2018-04-18T15:08:51,5,1994685
2821,2018-04-18T15:08:51,801,2005730
591,2018-04-18T15:09:49,801,2005727
2821,2018-04-18T15:09:49,275,1989625
610,2018-04-18T15:10:49,801,2005728
559,2018-04-18T15:17:19,801,2005723
591,2018-04-18T15:16:49,803,2006994
610,2018-04-18T15:17:49,1,1985700
591,2018-04-18T15:19:19,801,2005726
4039,2018-04-18T15:20:49,801,2005724
2821,2018-04-18T15:21:19,801,2005729
591,2018-04-18T15:21:49,3,1989855
591,2018-04-18T15:22:49,18,1987441
591,2018-04-18T15:24:19,801,2005725
2821,2018-04-18T15:24:19,240,1989238
591,2018-04-18T15:24:49,19,1987647
559,2018-04-18T15:25:49,801,2005722
610,2018-04-18T15:25:49,801,2005727
559,2018-04-18T15:26:49,1,1985698
591,2018-04-18T15:27:49,1,1985699
4039,2018-04-18T15:29:49,801,2005723
591,2018-04-18T15:29:49,803,2006993
2821,2018-04-18T15:31:19,801,2005728
2821,2018-04-18T15:31:19,275,1989624
591,2018-04-18T15:34:49,803,2006992
591,2018-04-18T15:34:49,801,2005724
559,2018-04-18T15:37:19,801,2005721
591,2018-04-18T15:36:50,5,1994660
610,2018-04-18T15:38:49,801,2005726
4039,2018-04-18T15:39:19,801,2005722
591,2018-04-18T15:42:19,801,2005723
610,2018-04-18T15:42:49,801,2005725
4039,2018-04-18T15:43:49,1,1985698
2821,2018-04-18T15:44:49,801,2005727
591,2018-04-18T15:46:49,803,2006991
610,2018-04-18T15:47:19,801,2005724
610,2018-04-18T15:48:49,1,1985699
4039,2018-04-18T15:49:49,801,2005721
559,2018-04-18T15:53:19,1,1985697
591,2018-04-18T15:53:49,803,2006990
559,2018-04-18T15:54:49,801,2005720
591,2018-04-18T15:55:49,801,2005722
2821,2018-04-18T15:55:49,801,2005726
559,2018-04-18T15:56:49,801,2005719
591,2018-04-18T15:56:49,3,1989854
591,2018-04-18T15:57:49,18,1987442
591,2018-04-18T16:01:49,1,1985698
610,2018-04-18T16:01:49,801,2005723
2821,2018-04-18T16:02:49,275,1989623
2821,2018-04-18T16:03:49,801,2005725
559,2018-04-18T16:05:49,801,2005718
591,2018-04-18T16:06:49,803,2006989
591,2018-04-18T16:07:19,801,2005721
591,2018-04-18T16:09:49,19,1987646
2821,2018-04-18T16:09:49,240,1989237
4039,2018-04-18T16:11:49,801,2005720
591,2018-04-18T16:11:49,5,1994683
2821,2018-04-18T16:11:49,801,2005724
4039,2018-04-18T16:12:19,801,2005719
610,2018-04-18T16:12:49,801,2005722
591,2018-04-18T16:15:49,803,2006988
559,2018-04-18T16:16:19,801,2005717
4039,2018-04-18T16:17:19,1,1985697
610,2018-04-18T16:19:49,1,1985698
559,2018-04-18T16:22:19,1,1985695
4039,2018-04-18T16:22:49,801,2005718
610,2018-04-18T16:22:49,801,2005721
2821,2018-04-18T16:22:49,801,2005723
559,2018-04-18T16:23:49,801,2005716
2821,2018-04-18T16:24:49,275,1989622
591,2018-04-18T16:27:19,803,2006987
591,2018-04-18T16:29:19,18,1987440
591,2018-04-18T16:30:49,3,1989853
591,2018-04-18T16:31:49,801,2005720
2821,2018-04-18T16:32:49,801,2005722
591,2018-04-18T16:33:49,1,1985697
591,2018-04-18T16:34:49,801,2005719
4039,2018-04-18T16:37:19,801,2005716
591,2018-04-18T16:39:49,5,1994682
591,2018-04-18T16:39:19,803,2006986
559,2018-04-18T16:41:49,801,2005715
591,2018-04-18T16:41:20,801,2005718
559,2018-04-18T16:42:19,801,2005717
4039,2018-04-18T16:42:49,1,1985695
591,2018-04-18T16:43:50,19,1987645
2821,2018-04-18T16:44:49,801,2005721
610,2018-04-18T16:45:19,801,2005719
610,2018-04-18T16:47:49,801,2005720
559,2018-04-18T16:48:49,801,2005714
591,2018-04-18T16:48:49,803,2006985
610,2018-04-18T16:50:49,1,1985697
2821,2018-04-18T16:51:49,275,1989621
559,2018-04-18T16:53:19,801,2005713
2821,2018-04-18T16:53:49,240,1989236
559,2018-04-18T16:54:49,1,1985696
591,2018-04-18T16:55:49,801,2005716
4039,2018-04-18T16:57:19,801,2005717
591,2018-04-18T16:56:49,803,2006984
610,2018-04-18T16:56:49,801,2005718
591,2018-04-18T16:57:49,3,1989852
4039,2018-04-18T16:58:50,801,2005715
591,2018-04-18T17:00:49,1,1985695
4039,2018-04-18T17:01:49,801,2005714
559,2018-04-18T17:04:19,801,2005712
591,2018-04-18T17:04:49,18,1987439
2821,2018-04-18T17:07:49,801,2005720
2821,2018-04-18T17:07:49,801,2005719
591,2018-04-18T17:08:19,803,2006983
4039,2018-04-18T17:08:49,801,2005713
591,2018-04-18T17:10:49,5,1994678
559,2018-04-18T17:13:49,801,2005711
4039,2018-04-18T17:14:49,1,1985696
610,2018-04-18T17:15:19,801,2005716
591,2018-04-18T17:15:51,803,2006982
2821,2018-04-18T17:16:49,275,1989620
4039,2018-04-18T17:17:49,801,2005712
591,2018-04-18T17:19:49,801,2005715
2821,2018-04-18T17:20:49,801,2005718
559,2018-04-18T17:23:19,1,1985694
591,2018-04-18T17:26:19,801,2005717
591,2018-04-18T17:26:49,801,2005714
610,2018-04-18T17:26:49,1,1985695
4039,2018-04-18T17:27:49,801,2005711
591,2018-04-18T17:27:49,3,1989851
559,2018-04-18T17:29:19,801,2005710
591,2018-04-18T17:29:49,18,1987438
591,2018-04-18T17:30:49,19,1987644
591,2018-04-18T17:33:19,801,2005713
591,2018-04-18T17:34:49,801,2005712
559,2018-04-18T17:35:49,801,2005709
2821,2018-04-18T17:35:49,801,2005716
591,2018-04-18T17:39:19,803,2006981
591,2018-04-18T17:39:49,5,1994677
591,2018-04-18T17:40:49,1,1985696
2821,2018-04-18T17:41:19,240,1989235
4039,2018-04-18T17:41:49,1,1985694
591,2018-04-18T17:43:19,803,2006980
2821,2018-04-18T17:43:49,275,1989646
610,2018-04-18T17:44:19,801,2005715
4039,2018-04-18T17:44:49,801,2005710
591,2018-04-18T17:49:49,801,2005711
591,2018-04-18T17:49:49,803,2006979
4039,2018-04-18T17:52:49,801,2005709
610,2018-04-18T17:53:19,801,2005717
559,2018-04-18T17:53:49,801,2005708
610,2018-04-18T17:55:19,801,2005714
591,2018-04-18T17:57:49,18,1987437
559,2018-04-18T17:58:49,1,1985693
591,2018-04-18T17:59:49,3,1989850
610,2018-04-18T17:59:49,801,2005713
610,2018-04-18T18:00:49,801,2005712
591,2018-04-18T18:01:49,1,1985694
2821,2018-04-18T18:04:19,801,2005715
591,2018-04-18T18:04:49,803,2006978
591,2018-04-18T18:05:19,801,2005710
610,2018-04-18T18:05:19,1,1985696
591,2018-04-18T18:06:49,5,1994676
559,2018-04-18T18:07:19,801,2005707
4039,2018-04-18T18:07:19,801,2005708
610,2018-04-18T18:07:19,801,2005711
591,2018-04-18T18:07:49,19,1987643
591,2018-04-18T18:09:49,803,2006977
591,2018-04-18T18:12:49,801,2005709
2821,2018-04-18T18:13:49,275,1989619
2821,2018-04-18T18:15:19,801,2005717
4039,2018-04-18T18:15:49,1,1985693
2821,2018-04-18T18:15:49,801,2005714
591,2018-04-18T18:19:19,803,2006976
610,2018-04-18T18:20:19,801,2005710
2821,2018-04-18T18:20:49,801,2005713
559,2018-04-18T18:22:49,801,2005758
610,2018-04-18T18:22:49,1,1985694
2821,2018-04-18T18:22:49,801,2005712
591,2018-04-18T18:23:19,801,2005708
4039,2018-04-18T18:23:49,801,2005707
2821,2018-04-18T18:25:49,240,1989234
559,2018-04-18T18:26:19,1,1985692
591,2018-04-18T18:27:49,803,2006975
2821,2018-04-18T18:27:49,801,2005711
610,2018-04-18T18:29:21,801,2005709
591,2018-04-18T18:33:49,1,1985693
4039,2018-04-18T18:37:19,801,2005758
610,2018-04-18T18:37:49,801,2005708
559,2018-04-18T18:38:49,801,2005773
2821,2018-04-18T18:38:49,275,1989618
591,2018-04-18T18:39:19,801,2005707
2821,2018-04-18T18:39:19,801,2005710
591,2018-04-18T18:39:49,5,1994675
591,2018-04-18T18:41:49,803,2006974
591,2018-04-18T18:42:49,18,1987436
4039,2018-04-18T18:44:19,1,1985692
591,2018-04-18T18:44:19,3,1989849
591,2018-04-18T18:45:19,19,1987642
2821,2018-04-18T18:47:49,801,2005709
591,2018-04-18T18:51:49,801,2005758
559,2018-04-18T18:52:49,1,1985691
610,2018-04-18T18:53:49,1,1985693
2821,2018-04-18T18:53:49,801,2005708
559,2018-04-18T18:55:19,801,2005772
4039,2018-04-18T18:55:49,801,2005773
591,2018-04-18T18:55:49,803,2006895
610,2018-04-18T18:55:49,801,2005707
591,2018-04-18T18:56:49,1,1985692
591,2018-04-18T19:02:49,801,2005770
591,2018-04-18T19:04:49,18,1987435
591,2018-04-18T19:05:49,3,1989848
559,2018-04-18T19:07:49,801,2005771
4039,2018-04-18T19:08:49,801,2005772
591,2018-04-18T19:08:49,801,2005773
591,2018-04-18T19:09:49,803,2006934
4039,2018-04-18T19:11:49,1,1985691
2821,2018-04-18T19:11:49,275,1989617
2821,2018-04-18T19:11:49,240,1989233
610,2018-04-18T19:12:49,801,2005758
2821,2018-04-18T19:13:49,801,2005707
4039,2018-04-18T19:20:49,801,2005771
610,2018-04-18T19:20:49,1,1985692
591,2018-04-18T19:23:19,801,2005772
591,2018-04-18T19:23:19,803,2006933
559,2018-04-18T19:23:49,1,1985690
591,2018-04-18T19:24:49,5,1994673
610,2018-04-18T19:24:49,801,2005773
591,2018-04-18T19:25:49,19,1987641
2821,2018-04-18T19:28:19,801,2005758
591,2018-04-18T19:29:49,1,1985691
559,2018-04-18T19:30:49,801,2005770
591,2018-04-18T19:31:49,801,2005771
559,2018-04-18T19:37:49,801,2005769
591,2018-04-18T19:38:19,3,1989847
610,2018-04-18T19:38:19,801,2005772
559,2018-04-18T19:40:19,801,2005768
4039,2018-04-18T19:40:19,801,2005770
4039,2018-04-18T19:40:19,801,2005768
591,2018-04-18T19:40:19,801,2005768
610,2018-04-18T19:40:19,801,2005768
2821,2018-04-18T19:40:19,275,1989616
591,2018-04-18T19:41:49,803,2006932
2821,2018-04-18T19:43:49,801,2005773
4039,2018-04-18T19:45:49,1,1985690
610,2018-04-18T19:45:49,1,1985691
610,2018-04-18T19:47:19,801,2005771
4039,2018-04-18T19:50:49,801,2005769
2821,2018-04-18T19:53:19,801,2005772
591,2018-04-18T19:56:19,801,2005770
591,2018-04-18T19:56:49,803,2006931
591,2018-04-18T19:59:49,5,1994672
559,2018-04-18T20:00:49,1,1985689
591,2018-04-18T20:02:19,1,1985690
591,2018-04-18T20:03:49,801,2005769
2821,2018-04-18T20:04:49,801,2005771
591,2018-04-18T20:06:49,18,1987434
2821,2018-04-18T20:07:19,240,1989232
2821,2018-04-18T20:07:49,275,1989615
591,2018-04-18T20:08:19,803,2006930
610,2018-04-18T20:08:19,801,2005770
559,2018-04-18T20:10:49,801,2005768
591,2018-04-18T20:13:49,3,1989846
591,2018-04-18T20:15:49,19,1987640
559,2018-04-18T20:18:49,801,2005767
4039,2018-04-18T20:18:49,1,1985689
610,2018-04-18T20:18:49,801,2005769
610,2018-04-18T20:19:19,1,1985690
591,2018-04-18T20:21:49,803,2006929
2821,2018-04-18T20:23:49,801,2005770
4039,2018-04-18T20:24:49,801,2005768
591,2018-04-18T20:25:49,18,1987433
2821,2018-04-18T20:30:49,240,1989231
4039,2018-04-18T20:32:49,801,2005767
591,2018-04-18T20:32:49,1,1985689
2821,2018-04-18T20:33:19,801,2005769
559,2018-04-18T20:38:19,801,2005766
559,2018-04-18T20:39:19,1,1985678
591,2018-04-18T20:41:19,801,2005768
2821,2018-04-18T20:41:19,275,1989614
591,2018-04-18T20:41:49,5,1994671
591,2018-04-18T20:44:19,801,2005767
591,2018-04-18T20:45:49,803,2006928
591,2018-04-18T20:49:49,3,1989845
4039,2018-04-18T20:51:49,801,2005766
610,2018-04-18T20:53:49,1,1985689
4039,2018-04-18T20:56:49,1,1985678
610,2018-04-18T20:56:49,801,2005768
559,2018-04-18T21:00:19,801,2005765
610,2018-04-18T21:00:49,801,2005767
591,2018-04-18T21:02:49,19,1987639
591,2018-04-18T21:03:19,801,2005766
591,2018-04-18T21:07:49,803,2006833
2821,2018-04-18T21:07:49,275,1989613
591,2018-04-18T21:08:49,1,1985678
2821,2018-04-18T21:13:19,801,2005768
2821,2018-04-18T21:15:49,801,2005767
591,2018-04-18T21:16:49,18,1987432
2821,2018-04-18T21:16:49,240,1989230
4039,2018-04-18T21:18:49,801,2005765
591,2018-04-18T21:18:49,5,1994670
559,2018-04-18T21:19:19,1,1985688
559,2018-04-18T21:19:49,801,2005764
610,2018-04-18T21:20:49,801,2005766
591,2018-04-18T21:23:49,803,2006832
591,2018-04-18T21:27:49,3,1989844
610,2018-04-18T21:30:49,1,1985678
591,2018-04-18T21:33:19,801,2005765
4039,2018-04-18T21:34:49,801,2005764
4039,2018-04-18T21:35:49,1,1985688
2821,2018-04-18T21:35:49,801,2005766
2821,2018-04-18T21:36:51,275,1989612
591,2018-04-18T21:39:49,803,2006831
559,2018-04-18T21:40:19,801,2005763
591,2018-04-18T21:40:49,19,1987638
591,2018-04-18T21:44:19,18,1987431
610,2018-04-18T21:46:49,801,2005765
591,2018-04-18T21:50:19,801,2005764
591,2018-04-18T21:50:49,1,1985688
2821,2018-04-18T21:50:49,240,1989229
4039,2018-04-18T21:54:19,801,2005763
591,2018-04-18T21:54:49,5,1994665
559,2018-04-18T21:58:49,801,2005762
591,2018-04-18T22:00:19,803,2006830
2821,2018-04-18T22:01:19,801,2005765
559,2018-04-18T22:01:49,1,1985687
610,2018-04-18T22:04:49,801,2005764
2821,2018-04-18T22:05:49,275,1989652
591,2018-04-18T22:07:49,3,1989843
591,2018-04-18T22:09:19,801,2005763
610,2018-04-18T22:09:49,1,1985688
4039,2018-04-18T22:11:49,801,2005762
559,2018-04-18T22:15:49,801,2005761
4039,2018-04-18T22:16:49,1,1985687
2821,2018-04-18T22:18:49,801,2005764
591,2018-04-18T22:20:49,803,2006829
610,2018-04-18T22:23:19,801,2005763
591,2018-04-18T22:23:49,18,1987430
591,2018-04-18T22:24:49,801,2005762
4039,2018-04-18T22:26:49,801,2005761
591,2018-04-18T22:27:49,19,1987637
2821,2018-04-18T22:30:49,240,1989228
591,2018-04-18T22:31:49,1,1985687
2821,2018-04-18T22:35:49,275,1989651
559,2018-04-18T22:37:49,801,2005760
610,2018-04-18T22:37:49,801,2005762
591,2018-04-18T22:39:19,801,2005761
559,2018-04-18T22:40:49,1,1985686
2821,2018-04-18T22:40:49,801,2005763
591,2018-04-18T22:41:49,5,1994667
591,2018-04-18T22:45:49,803,2006828
591,2018-04-18T22:46:49,3,1989842
610,2018-04-18T22:46:49,1,1985687
610,2018-04-18T22:50:49,801,2005761
4039,2018-04-18T22:51:49,801,2005760
2821,2018-04-18T22:52:49,801,2005762
4039,2018-04-18T22:56:49,1,1985686
559,2018-04-18T22:57:49,801,2005759
591,2018-04-18T23:00:49,803,2006827
591,2018-04-18T23:03:49,18,1987429
2821,2018-04-18T23:04:49,801,2005761
591,2018-04-18T23:05:19,801,2005760
2821,2018-04-18T23:06:49,275,1989650
591,2018-04-18T23:08:19,1,1985686
2821,2018-04-18T23:09:49,240,1989227
4039,2018-04-18T23:12:49,801,2005759
610,2018-04-18T23:18:49,801,2005760
591,2018-04-18T23:19:49,803,2006826
559,2018-04-18T23:20:19,801,2005757
559,2018-04-18T23:20:49,1,1985685
591,2018-04-18T23:25:19,801,2005759
591,2018-04-18T23:26:49,3,1989841
610,2018-04-18T23:27:49,1,1985686
591,2018-04-18T23:31:49,5,1994666
4039,2018-04-18T23:33:19,801,2005757
559,2018-04-18T23:36:50,801,2005756
2821,2018-04-18T23:36:50,801,2005760
2821,2018-04-18T23:36:50,275,1989649
4039,2018-04-18T23:37:49,1,1985685
591,2018-04-18T23:39:49,803,2006825
610,2018-04-18T23:40:49,801,2005759
591,2018-04-18T23:43:50,18,1987419
4039,2018-04-18T23:47:49,801,2005756
591,2018-04-18T23:47:49,801,2005757
591,2018-04-18T23:52:49,1,1985685
2821,2018-04-18T23:55:49,801,2005759
591,2018-04-18T23:58:49,803,2006749
610,2018-04-18T23:58:49,801,2005757
591,2018-04-18T23:59:49,801,2005756
591,2018-04-19T00:04:49,3,1989840
2821,2018-04-19T00:07:19,275,1989637
610,2018-04-19T00:10:49,1,1985685
591,2018-04-19T00:11:49,481,1994160
610,2018-04-19T00:12:49,801,2005756
2821,2018-04-19T00:14:19,801,2005757
610,2018-04-19T00:22:49,481,1994160
2821,2018-04-19T00:25:49,801,2005756
591,2018-04-19T00:31:49,481,1994159
2821,2018-04-19T00:35:49,275,1989647
610,2018-04-19T00:42:49,481,1994159
4039,2018-04-19T00:50:49,486,1994442
591,2018-04-19T00:53:49,481,1994163
610,2018-04-19T01:08:49,481,1994163
591,2018-04-19T01:12:49,481,1994158
4039,2018-04-19T01:16:49,486,1994445
610,2018-04-19T01:21:49,481,1994158
591,2018-04-19T01:31:49,481,1994157
610,2018-04-19T01:42:19,481,1994157
4039,2018-04-19T01:48:49,486,1994441
591,2018-04-19T01:53:49,481,1994162
610,2018-04-19T02:02:49,481,1994162
591,2018-04-19T02:11:49,481,1994156
4039,2018-04-19T02:17:49,486,1994444
610,2018-04-19T02:24:49,481,1994156
591,2018-04-19T02:31:49,481,1994155
610,2018-04-19T02:42:19,481,1994155
4039,2018-04-19T02:48:19,486,1994440
591,2018-04-19T02:54:49,481,1994161
610,2018-04-19T03:04:49,481,1994161
591,2018-04-19T03:11:49,481,1994164
4039,2018-04-19T03:18:19,486,1994443
610,2018-04-19T03:20:49,481,1994164
4039,2018-04-19T03:47:49,486,1994439
559,2018-04-19T04:50:49,1,1985684
4039,2018-04-19T05:05:49,1,1985684
2821,2018-04-19T05:07:19,275,1989645
559,2018-04-19T05:08:19,801,2005968
591,2018-04-19T05:17:49,1,1985684
591,2018-04-19T05:17:49,803,2006875
559,2018-04-19T05:18:49,1,1985683
4039,2018-04-19T05:20:19,801,2005968
559,2018-04-19T05:22:49,801,2005967
591,2018-04-19T05:24:49,3,1989839
591,2018-04-19T05:30:49,801,2005968
4039,2018-04-19T05:32:49,1,1985683
591,2018-04-19T05:32:49,803,2006874
610,2018-04-19T05:33:49,1,1985684
591,2018-04-19T05:35:19,19,1987657
4039,2018-04-19T05:36:49,801,2005967
2821,2018-04-19T05:37:19,275,1989644
559,2018-04-19T05:37:49,801,2005966
591,2018-04-19T05:42:49,18,1987428
591,2018-04-19T05:44:49,5,1994663
591,2018-04-19T05:44:49,1,1985683
610,2018-04-19T05:45:19,801,2005968
2821,2018-04-19T05:45:49,240,1989226
591,2018-04-19T05:47:49,803,2006873
559,2018-04-19T05:50:49,1,1985682
591,2018-04-19T05:50:49,801,2005967
4039,2018-04-19T05:51:49,801,2005966
559,2018-04-19T05:52:49,801,2005965
591,2018-04-19T05:59:49,3,1989838
2821,2018-04-19T06:00:49,801,2005968
591,2018-04-19T06:01:49,803,2006872
591,2018-04-19T06:02:19,801,2005966
610,2018-04-19T06:03:19,1,1985683
610,2018-04-19T06:03:49,801,2005967
4039,2018-04-19T06:04:19,1,1985682
4039,2018-04-19T06:05:49,801,2005965
2821,2018-04-19T06:05:49,275,1989643
559,2018-04-19T06:08:19,801,2005919
591,2018-04-19T06:12:19,1,1985682
610,2018-04-19T06:13:49,801,2005966
591,2018-04-19T06:14:49,5,1994669
591,2018-04-19T06:15:49,18,1987426
591,2018-04-19T06:18:49,801,2005965
4039,2018-04-19T06:21:49,801,2005919
591,2018-04-19T06:21:49,803,2006871
2821,2018-04-19T06:22:49,801,2005967
559,2018-04-19T06:24:49,801,2005918
2821,2018-04-19T06:26:49,240,1989225
2821,2018-04-19T06:28:51,801,2005966
610,2018-04-19T06:30:19,801,2005965
591,2018-04-19T06:32:19,801,2005919
559,2018-04-19T06:32:49,801,2005917
610,2018-04-19T06:33:49,1,1985682
591,2018-04-19T06:34:49,803,2006870
4039,2018-04-19T06:36:49,801,2005918
591,2018-04-19T06:37:49,19,1987656
2821,2018-04-19T06:37:49,275,1989642
559,2018-04-19T06:42:49,801,2005916
4039,2018-04-19T06:46:49,801,2005917
610,2018-04-19T06:46:49,801,2005919
2821,2018-04-19T06:46:49,801,2005965
591,2018-04-19T06:48:49,803,2006869
591,2018-04-19T06:49:49,5,1994668
591,2018-04-19T06:50:19,801,2005918
591,2018-04-19T06:50:49,18,1987425
559,2018-04-19T06:51:19,1,1985680
4039,2018-04-19T06:54:49,801,2005916
559,2018-04-19T06:55:19,801,2005915
591,2018-04-19T06:55:49,1,1985681
591,2018-04-19T06:58:49,801,2005917
610,2018-04-19T07:00:49,801,2005918
2821,2018-04-19T07:03:49,801,2005919
559,2018-04-19T07:04:19,801,2005914
2821,2018-04-19T07:06:19,240,1989224
4039,2018-04-19T07:06:49,801,2005915
591,2018-04-19T07:07:49,803,2006868
591,2018-04-19T07:08:49,801,2005916
2821,2018-04-19T07:08:49,275,1989641
610,2018-04-19T07:09:49,801,2005917
4039,2018-04-19T07:11:19,1,1985680
610,2018-04-19T07:13:49,1,1985681
559,2018-04-19T07:15:19,801,2005913
4039,2018-04-19T07:16:49,801,2005914
591,2018-04-19T07:16:49,3,1989869
591,2018-04-19T07:17:49,5,1994681
2821,2018-04-19T07:17:49,801,2005918
591,2018-04-19T07:21:19,803,2006867
610,2018-04-19T07:21:19,801,2005916
591,2018-04-19T07:22:19,801,2005915
591,2018-04-19T07:22:49,18,1987424
559,2018-04-19T07:24:49,1,1985679
591,2018-04-19T07:25:49,1,1985680
2821,2018-04-19T07:25:49,801,2005917
559,2018-04-19T07:26:49,801,2005912
559,2018-04-19T07:31:49,801,2005911
591,2018-04-19T07:32:49,801,2005914
4039,2018-04-19T07:33:49,801,2005913
610,2018-04-19T07:34:49,801,2005915
2821,2018-04-19T07:36:49,801,2005916
591,2018-04-19T07:37:49,803,2006866
591,2018-04-19T07:39:49,5,1994674
591,2018-04-19T07:40:49,19,1987636
559,2018-04-19T07:42:49,801,2005910
4039,2018-04-19T07:42:49,801,2005912
591,2018-04-19T07:44:49,803,2006865
610,2018-04-19T07:44:49,1,1985680
2821,2018-04-19T07:45:19,275,1989640
4039,2018-04-19T07:45:49,1,1985679
591,2018-04-19T07:45:49,5,1994691
610,2018-04-19T07:47:49,801,2005914
4039,2018-04-19T07:51:49,801,2005911
591,2018-04-19T07:52:49,801,2005913
2821,2018-04-19T07:52:49,801,2005915
559,2018-04-19T07:53:49,801,2005909
2821,2018-04-19T07:53:49,240,1989223
591,2018-04-19T07:55:49,803,2006864
591,2018-04-19T07:56:19,3,1989868
591,2018-04-19T07:56:49,18,1987420
559,2018-04-19T07:57:49,1,1985713
4039,2018-04-19T08:00:49,801,2005910
591,2018-04-19T08:01:49,801,2005912
2821,2018-04-19T08:03:49,801,2005914
591,2018-04-19T08:06:19,1,1985679
559,2018-04-19T08:07:19,801,2005908
591,2018-04-19T08:08:19,801,2005911
4039,2018-04-19T08:09:49,801,2005909
591,2018-04-19T08:10:49,803,2006863
610,2018-04-19T08:11:49,801,2005913
2821,2018-04-19T08:11:49,275,1989648
559,2018-04-19T08:14:19,801,2005907
591,2018-04-19T08:16:49,19,1987658
610,2018-04-19T08:17:49,801,2005912
4039,2018-04-19T08:18:49,1,1985713
591,2018-04-19T08:18:49,801,2005910
610,2018-04-19T08:20:49,801,2005911
559,2018-04-19T08:21:19,1,1985712
559,2018-04-19T08:21:49,801,2005906
4039,2018-04-19T08:21:49,801,2005908
610,2018-04-19T08:21:49,1,1985679
591,2018-04-19T08:23:19,5,1994657
591,2018-04-19T08:23:49,803,2006862
4039,2018-04-19T08:29:49,801,2005907
591,2018-04-19T08:29:49,801,2005909
610,2018-04-19T08:32:49,801,2005910
591,2018-04-19T08:33:49,1,1985713
2821,2018-04-19T08:34:49,801,2005913
591,2018-04-19T08:36:19,18,1987423
2821,2018-04-19T08:36:19,801,2005912
2821,2018-04-19T08:37:19,240,1989222
559,2018-04-19T08:38:19,801,2005905
4039,2018-04-19T08:38:49,801,2005906
591,2018-04-19T08:38:49,3,1989871
2821,2018-04-19T08:39:49,275,1989639
591,2018-04-19T08:40:19,801,2005908
4039,2018-04-19T08:40:49,1,1985712
610,2018-04-19T08:40:49,801,2005909
2821,2018-04-19T08:40:49,801,2005911
591,2018-04-19T08:41:49,803,2006861
591,2018-04-19T08:44:49,5,1994662
559,2018-04-19T08:47:49,801,2005829
610,2018-04-19T08:47:49,1,1985713
591,2018-04-19T08:48:19,801,2005907
591,2018-04-19T08:49:49,803,2006860
591,2018-04-19T08:50:49,19,1987655
559,2018-04-19T08:53:49,1,1985711
610,2018-04-19T08:53:49,801,2005908
2821,2018-04-19T08:53:49,801,2005910
4039,2018-04-19T08:54:49,801,2005905
2821,2018-04-19T08:57:49,801,2005909
559,2018-04-19T08:58:19,801,2005828
591,2018-04-19T08:58:49,803,2006859
610,2018-04-19T08:59:19,801,2005907
591,2018-04-19T08:59:49,1,1985712
591,2018-04-19T09:00:19,801,2005906
591,2018-04-19T09:04:49,18,1987422
4039,2018-04-19T09:05:49,801,2005829
4039,2018-04-19T09:08:19,1,1985711
2821,2018-04-19T09:08:19,275,1989638
591,2018-04-19T09:09:19,3,1989870
559,2018-04-19T09:09:49,801,2005827
591,2018-04-19T09:09:49,803,2006858
2821,2018-04-19T09:10:19,801,2005908
591,2018-04-19T09:11:49,801,2005905
591,2018-04-19T09:13:49,803,2006857
610,2018-04-19T09:14:49,1,1985712
2821,2018-04-19T09:14:49,801,2005907
591,2018-04-19T09:15:49,5,1994661
610,2018-04-19T09:15:49,801,2005906
4039,2018-04-19T09:16:49,801,2005828
559,2018-04-19T09:18:19,801,2005826
4039,2018-04-19T09:22:19,801,2005827
591,2018-04-19T09:22:19,3,1989867
2821,2018-04-19T09:22:49,240,1989221
559,2018-04-19T09:23:19,1,1985710
591,2018-04-19T09:23:19,1,1985711
591,2018-04-19T09:23:49,803,2006738
610,2018-04-19T09:25:49,801,2005905
